Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,FEIN NUM,Event Number,Case_ID
"Aptos Inc.15 Governor DriveNewburgh, NY 12550",Software developers,Orange | WDB Name: ORANGE | Region: Mid-Hudson,117,3,5/7/2018 Amended: 8/3/2018,"This third wave of separations is expected to commence during the 14-day period starting on August 6, 2018. One employee separation has been extended from the 14-day period starting on August 6, 2018 to the 14-day period starting on September 14, 2018.",To be determined,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Lisa Rogers, People Business Partner",(845) 926-4226,14-1624962,2017-0366,6475
"Catholic Charities  Neighborhood Services, Inc. (Hillcrest Senior Center) 168-0IB Hillside Ave. Jamaica, NY 11432",Social services organization,Queens | WDB Name: NEW YORK CITY | Region: New York City,3,3,8/3/2018,11/1/2018,11/1/2018,Contract Loss,Plant Closing,Plant Closing,The employees  are not represented by a union.,"Jacqueline Gibbons, Senior Vice President of Human  Resources",(718) 722-6181,11-2047151,2018-0024,6474
"CSRA P-4855 Jones Street Fort Drum, NY 13602",Provide information technology services to U.S. government clients,Jefferson | WDB Name: JEFF/LEWIS | Region: North Country,31,31,8/2/2018,10/31/2018,10/31/2018,Contract Loss,Plant Closing,Plant Closing,IAMAW Local Lodge 761,"Andrew Meyer, Human Resources Business Partner",(703) 485-2275,47-3093524,2018-0023,6473
"Hologic, Inc.400 Karin LaneHicksville, NY 11801",Irradation Aparatus manufacturing,Nassau | WDB Name: OYSTER BAY | Region: Long Island,30,30,8/1/2018,"Layoffs will occur in two phases: December 14, 2018, or within the 14-days thereafter and on January 4, 2019, or within the 14-days thereafter.",1/4/2019 or within 14 days thereafter,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Raquel Diaz, Human Resources Manager",(302) 509-9503,04-3125110,2018-0022,6472
"Compass Group, USA,  Inc.(Restaurant Associates @ Rockefeller University) 1230 York Avenue New York, NY 10021",Food Services provider,New York | WDB Name: NEW YORK CITY | Region: New York City,36,36,7/23/2018,8/31/2018,8/31/2018,Contract loss to Aramark,Plant Closing,Plant Closing,"UNITE HERE, Local 100","Pat Sharp, Vice President of Operation",(347) 758-2694,56-1874931,2018-0020,6471
"Pfizer, Inc.64 Maple StreetRouses Point, NY",Pharmaceuticals (production),Clinton | WDB Name: C-E-F-H | Region: North Country,39,1,8/1/2018,"The separation will occur October 26, 2018.",9/20/2018,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Daniel Naiman, Sr. Director, Human Resources",(212) 733-2110,23-1405012,2018-0021,6470
"Tribune 365, LLC 4 New York Plaza New York, NY 10004",Digital Services,New York | WDB Name: NEW YORK CITY | Region: New York City,101,5,7/24/2018,10/24/2018,-----,Economic,Plant Layoff,Plant Layoff,The employees  are not represented by a union.,"Michael A.Ortiz, Corporate HR Business Partner",(312) 222-4539,36-4407847,2018-0017,6469
"Eastman Kodak Company (Kodak  Office) 343 State Street Rochester, NY 14650",Photographic equipment and Supplies,Monroe | WDB Name: MONROE | Region: Finger Lakes,-----,1,7/25/2018,10/22/2018,-----,Economic,Plant Layoff,Plant Layoff,The employees  are not represented by a union.,"Pamela J. Fantauzzo, HR Specialist",(585) 724-7080,16-0417150,2018-0018,6468
"Aptos Inc.15 Governor DriveNewburgh, NY 12550",Software developers,Orange | WDB Name: ORANGE | Region: Mid-Hudson,90,2,7/25/2018,"This sixth wave of separations is expected to commence during the 14-day period starting on October 24, 2018.",To be determined,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Lisa Rogers, People Business Partner",(845) 926-4226,14-1624962,2018-0016,6467
"Walmart (Store #3441)275 Main StreetWhite Plains, NY 10601",Retail Store,Westchester | WDB Name: WESTCH/PTNM | Region: Mid-Hudson,396,396,7/24/2018,10/26/2018,8/10/2018,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Kathy Villacis, Market Human Resources Manager",(201) 741-7407,71-0794409,2018-0014,6466
"Eastman Kodak Company (Kodak Office)343 State StreetRochester, NY 14650",Photographic equipment and Supplies,Monroe | WDB Name: MONROE | Region: Finger Lakes,-----,2,7/18/2018,10/15/2018,-----,Economic,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Pamela J. Fantauzzo, HR Specialist",(585) 724-7080,16-0417150,2018-0015,6465
"Umami Burger at the Hudson Hotel358 West 58th StreetNew York, NY 10019",Food services,New York | WDB Name: NEW YORK CITY | Region: New York City,68,68,4/25/2018Amended: 7/23/2018,"Separations will be done in stages, beginning on or about 08/27/2018.",8/26/2018,Economic,Plant Closing,Plant Closing,"New York Hotel & Motel Trades Council, AFL-CIO Local 6 affiliated with UNITE HERE","Tom Oliva, Local 6 Representative",(212) 957-8000,-----,2017-0353,6464
"Daily News4 New York PlazaNew York, NY 10004",Newspaper,New York | WDB Name: NEW YORK CITY | Region: New York City,To be determined,93,7/23/2018,10/21/2018,-----,Economic,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Toni Martinez, Director, Human Resources",(212) 210-6375,To be determined,2018-0013,6463
"Citizen Watch Company of America, Inc. (Warehouse & Distribution Operating Units)1 Bulova AvenueWoodside, NY 11377",Warehousing/Distribution and after sales service,Queens | WDB Name: NEW YORK CITY | Region: New York City,-----,59,12/29/2017Amended: 7/23/2018,"Employment separations are expected to commence on or about March 29, 2018 or within 14 days thereafter. The separation date for 8 remaining employees in the Warehouse & Distribution Operating Units has been extended from July 27, 2018, or within 14 days thereafter to August 31, 2018, or within 14 days thereafter.",8/31/2018,Economic,Plant Unit Closing,Plant Unit Closing,Independent Production Maintenance and Service Employees Union,"Seth Presser, General Counsel",(212) 497-9795,95-2934490,2017-0179,6462
"Aptos Inc.15 Governor DriveNewburgh, NY 12550",Software developers,Orange | WDB Name: ORANGE | Region: Mid-Hudson,90,2,7/17/2018,"This fifth wave of separations is expected to commence during the 14-day period starting on October 16, 2018.",To be determined,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Lisa Rogers, People Business Partner",(845) 926-4226,14-1624962,2018-0012,6461
"Advanced Motors and Drives6268 East Molloy RoadEast Syracuse, NY 13057","Manufacturers of custom, special purpose low-voltage wound field DC and AC traction and pump motors",Onondaga | WDB Name: ONONDAGA | Region: Central,74,51,7/17/2018,"Layoffs will occur within 14 days of the following dates: August 13, 2018 (4), September 14. 2018 (4), December 12, 2018 (11), March 14. 2019 (32).",-----,Economic,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Sheri Brown, Human Resources Manager",(330) 734-3600 Ext: 207,27-3330722,2018-0011,6460
"Sterling National Bank (Melville Financial Center)532 Broadhollow RoadMelville, NY 11747",Financial Institution,Suffolk | WDB Name: SUFFOLK | Region: Long Island,5,1,7/16/2018,"The employee separations will occur in stages, with this stage expected to commence during the 14-day period starting on October 16, 2018.",To be determined,Acquisition of Astoria Bank by Sterling National Bank,Plant Closing,Plant Closing,The employees are not represented by a union.,"Gary Zimbalatti, Assistant Director-Employee Services",(516) 327-7624,13-1726107,2018-0010,6459
"Compass Group, USA, Inc.(Restaurant Associates @ Credit Suisse)11 Madison AvenueNew York, NY 10010",Food services provider,New York | WDB Name: NEW YORK CITY | Region: New York City,84,84,7/12/2018,9/11/2018,9/11/2018,Non-renewal of contract to provide food services at Credit Suisse.,Plant Closing,Plant Closing,"UNITE HERE, Local 100","Pat Sharp, Vice President of Operation",(347) 758-2694,56-1874931,2018-0009,6458
"Easter Seals New York (Intermediate Care Facilities at 4 Kessler Centers)302 Daley BlvdRochester, NY 14617",Helps people with disabilities with therapy,Rochester | WDB Name: MONROE | Region: Finger Lakes,67 (total at all 4 sites),22,4/20/2018Amendment: 7/13/2018,"The last date of employment for those employees working in Residences 302 Daley Blvd, Rochester, NY and 304 Daley Blvd, Rochester, NY are being extended from July 20, 2018 to September 13, 2018.",7/20/2018,Economic,Plant Closing,Plant Closing,"Local 86, International Brotherhood of Electrical Workers","Devon Bryan Director, Human Resources",(212) 727-4345,13-5596808,2017-0343,6457
"Kmart Corporation (Unit #09419)66-26 Metropolitan AvenueMiddle Village, NY 11379",Department Store,Queens | WDB Name: NEW YORK CITY | Region: New York City,126,126,7/12/2018,Employee separations will occur on 10/14/2018 or during a 14-day period beginning on that date.,10/14/2018,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Michael Smith, Regional HR Director",(630) 364-9036,38-0729500,2018-0008,6456
"Canandaigua Hotel Corporation dba the Inn on the Lake (IOTL)770 South Main StreetCanandaigua, NY 14424",Waterfront Resort and Conference Center,Ontario | WDB Name: FINGER LAKES | Region: Finger Lakes,202,202,7/13/2018,Employment separations are expected to occur on or about 10/15/2018 or within 14 days thereafter.,10/15/2018,Renovations to the IOTL,Plant Closing,Plant Closing,The employees are not represented by a union.,"Roger Miller, Director of Accounting and Finance",(585) 394-7800 Ext: 504,16-1458107,2018-0007,6455
"Gourmet Management Corp. (TGI Fridays, KFC, Taco Bell, Pizza Hut, Haagen Dazs, Tim Hortons & Beer Cart Restaurants located at the Restaurant Complex on the Amtrak level of Penn Station)560 Fifth Avenue, 3rd FloorNew York, NY 10036",Restaurants,New York | WDB Name: NEW YORK CITY | Region: New York City,92,92,7/13/2018,Layoffs will occur during a 14-day period beginning on 10/15/2018.,10/15/2018 or during a 14-day period thereafter.,Expiration of lease,Plant Closing,Plant Closing,The employees are not represented by a union.,"Ann Martinez, CFO",(212) 560-1658,13-3031720,2018-0006,6454
"Xylem Inc. (Global Financial Shared Services Department)2881 E Bayard StreetSeneca Falls, NY 13148",Developing innovative water solutions through smart technology,Seneca | WDB Name: FINGER LAKES | Region: Finger Lakes,100,1,7/12/2018,10/7/2018,-----,Economic,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Dia Lozinak, Director, HR Operations & Corporate",(914) 323-5731,45-2080495,2018-0005,6453
"Sitel Operating Corporation (Painted Post)101 Canada RoadPainted Post, NY 14870","Business process outsourcing company, provides telephone call center services",Steuben | WDB Name: CSS | Region: Southern,184,184,7/10/2018,"The last day of business will be between October 7 and October 21, 2018.",Between 10/7/2018 and 10/21/2018,Departure of a client campaign,Plant Unit Closing,Plant Unit Closing,The employees are not represented by a union.,"Kendra Southard-Austin, HR Business Partner",(607) 936-5721,16-1364816,2018-0004,6452
"Union Square Catering Facility, Inc. (The Coffee Shop)29 Union Square WestNew York, NY 10003",Restaurant,New York | WDB Name: NEW YORK CITY | Region: New York City,150,150,7/8/2018,10/11/2018,10/11/2018,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Charles Milite, President",(212) 243-7964,13-3805283,2018-0003,6451
"Sterling National Bank (East Rockaway Financial Center)464 Atlantic AvenueEast Rockaway, NY 11518",Financial Institution,Nassau | WDB Name: HEMPSTEAD | Region: Long Island,7,1,7/9/2018,"The employee separations will occur in stages, with this stage expected to commence during the 14-day period starting on October 9, 2018.",10/9/2018,Acquisition of Astoria Bank by Sterling National Bank,Plant Closing,Plant Closing,The employees are not represented by a union.,"Gary Zimbalatti, Assistant Director-Employee Services",(516) 327-7624,13-1726107,2018-0002,6450
"Conduent Education Services, LLC 501 Bleecker St.Utica, NY 13501",Educational Services,Oneida | WDB Name: HMO | Region: Mohawk Valley,129,17,7/6/2018,"This seventh phase of separations will occur on or about October 19, 2018.",To be determined,Change in business needs,Plant Closing,Plant Closing,The employees are not represented by a union.,"Armando Santiesteban, Senior Human Resources Generalist",(915) 775-3069,95-2501112,2018-0001,6449
"Amesbury Truth, Inc. 1555 Jefferson Road Rochester, NY 14623",Provider of products in the window and door industry.,Rochester | WDB Name: MONROE  | Region: Finger Lakes Region,132,132,12/1/2017Amended: 7/10/2018,,To be determined,Conversion of product lines and transfer  of production to another facility.,Plant Closing,Plant Closing,"Rochester Regional Joint Board, Workers United, Unite  Local 3T","Nina Cypher, Human Resources Manager",(585) 627-5991,16-1539687,2017-0147,6448
"Forty Six O Seven Co., Inc. (IHOP #4607)73-01 Northern BlvdJackson Heights, NY 11372",Restaurant,Queens | WDB Name:NEW YORK CITY | Region:New York City,53,53,5/7/2018  Amendment:7/10/2018,8/20/2018,8/20/2018,Not renewing its Lease or Franchise Agreement,Plant Closing,Plant Closing,UNITE HERE Local 100,"Karin Sandnes, Human Resources/Risk Management Director",(661) 294-8877,06-1365941,2017-0364,6447
"Chipotle Mexican Grill, Inc. (NYC Office) 126 Fifth Avenue, 4th Floor New York, NY 10011",Chipotle's New York Office,New York | WDB Name: NEW YORK CITY | Region: New York City,32,32,6/29/2018,Layoffs will commence on 10/5/2018 and will be completed by 3/1/2019.,"Chipotle expects to commence a total plant closure on or around 10/5/2018, with an expected completion date of 3/1/2019.",Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Marissa Andrada, Chief Human Resources Officer",(303) 605-1113,30-0796726,2017-0430,6445
"Cardinal McCloskey Community Services - Head Start Programs 560 Concord Avenue Bronx, NY 10455",Pre-School,Bronx | WDB Name: NEW YORK CITY | Region: New York City,205 (total employees at all sites),17,6/1/2018Amended: 7/6/2018,7/1/2018,7/1/2018,"Loss of contract with the U.S. Department of Health and Human Services, Administration for Children and Families",Plant Unit Closing,Plant Unit Closing,"Community and Social Agency Employees Union, District 1707, AFSCME, AFL-CIO, District 1707","Dr. Reva Gershen-Lowy, Senior Vice President, Early Childhood Education",(914) 997-8000 Ext: 198,90-0821315,2017-0398,6444
